0,Date,Product_ID,Demand,Inventory
4316,26-03-1994,P1,81,5500
4317,27-03-1994,P1,181,5419
4318,28-03-1994,P1,201,5268
4319,29-03-1994,P1,101,5107
4320,30-03-1994,P1,155,5035
4321,31-03-1994,P1,218,4890
4322,01-04-1994,P1,228,4629
4323,02-04-1994,P1,85,4549
4324,03-04-1994,P1,188,4597
4325,04-04-1994,P1,148,4441
4326,05-04-1994,P1,178,4345
4327,06-04-1994,P1,127,4147
4328,07-04-1994,P1,204,4072
4329,08-04-1994,P1,230,3860
4330,09-04-1994,P1,106,3636
4331,10-04-1994,P1,225,3625
4332,11-04-1994,P1,139,3386
4333,12-04-1994,P1,80,3405
4334,13-04-1994,P1,103,3274
4335,14-04-1994,P1,228,3055
4336,15-04-1994,P1,146,2805
4337,16-04-1994,P1,222,2744
4338,17-04-1994,P1,180,2561
4339,18-04-1994,P1,127,2495
4340,19-04-1994,P1,179,2492
4341,20-04-1994,P1,107,2371
4342,21-04-1994,P1,131,2391
4343,22-04-1994,P1,83,2274
4344,23-04-1994,P1,85,2239
4345,24-04-1994,P1,221,2102
4346,25-04-1994,P1,205,1910
4347,26-04-1994,P1,197,1774
4348,27-04-1994,P1,144,1640
4349,28-04-1994,P1,93,1510
4350,29-04-1994,P1,81,1463
4351,30-04-1994,P1,99,1380
4352,01-05-1994,P1,164,1284
4353,02-05-1994,P1,139,1111
4354,03-05-1994,P1,187,945
4355,04-05-1994,P1,229,751
4356,05-05-1994,P1,112,625
4357,06-05-1994,P1,230,617
4358,07-05-1994,P1,138,429
4359,08-05-1994,P1,226,425
4360,09-05-1994,P1,183,207
4361,10-05-1994,P1,90,76
4362,11-05-1994,P1,218,12
4363,12-05-1994,P1,83,0
4364,13-05-1994,P1,165,0
4365,14-05-1994,P1,166,0
4366,15-05-1994,P1,213,0
4367,16-05-1994,P1,170,0
4368,17-05-1994,P1,87,0
4369,18-05-1994,P1,154,0
4370,19-05-1994,P1,96,0
4371,20-05-1994,P1,148,0
4372,21-05-1994,P1,180,0
4373,22-05-1994,P1,216,0
4374,23-05-1994,P1,183,0
4375,24-05-1994,P1,219,0
4376,25-05-1994,P1,98,0
4377,26-05-1994,P1,149,0
4378,27-05-1994,P1,199,5500
4379,28-05-1994,P1,170,5301
4380,29-05-1994,P1,119,5279
4381,30-05-1994,P1,218,5189
4382,31-05-1994,P1,172,4918
4383,01-06-1994,P1,130,4873
4384,02-06-1994,P1,170,4717
4385,03-06-1994,P1,113,4607
4386,04-06-1994,P1,175,4569
4387,05-06-1994,P1,124,4454
4388,06-06-1994,P1,125,4369
4389,07-06-1994,P1,130,4200
4390,08-06-1994,P1,112,4069
4391,09-06-1994,P1,88,3952
4392,10-06-1994,P1,214,3778
4393,11-06-1994,P1,82,3517
4394,12-06-1994,P1,157,3529
4395,13-06-1994,P1,216,3387
4396,14-06-1994,P1,207,3138
4397,15-06-1994,P1,222,2951
4398,16-06-1994,P1,91,2811
4399,17-06-1994,P1,141,2799
4400,18-06-1994,P1,125,2642
4401,19-06-1994,P1,221,2550
4402,20-06-1994,P1,186,2398
4403,21-06-1994,P1,186,2364
4404,22-06-1994,P1,164,2312
4405,23-06-1994,P1,123,2241
4406,24-06-1994,P1,207,2199
4407,25-06-1994,P1,184,1980
4408,26-06-1994,P1,113,1947
4409,27-06-1994,P1,193,1866
4410,28-06-1994,P1,229,1644
4411,29-06-1994,P1,189,1425
4412,30-06-1994,P1,187,1367
4413,01-07-1994,P1,203,1274
4414,02-07-1994,P1,198,1180
4415,03-07-1994,P1,93,1077
4416,04-07-1994,P1,172,991
4417,05-07-1994,P1,222,766
4418,06-07-1994,P1,208,632
4419,07-07-1994,P1,193,521
4420,08-07-1994,P1,155,466
4421,09-07-1994,P1,215,408
4422,10-07-1994,P1,145,218
4423,11-07-1994,P1,103,114
4424,12-07-1994,P1,199,0
4425,13-07-1994,P1,227,0
4426,14-07-1994,P1,84,0
4427,15-07-1994,P1,155,0
4428,16-07-1994,P1,83,0
4429,17-07-1994,P1,114,0
4430,18-07-1994,P1,207,0
4431,19-07-1994,P1,198,0
4432,20-07-1994,P1,169,0
4433,21-07-1994,P1,102,0
4434,22-07-1994,P1,100,0
4435,23-07-1994,P1,145,0
4436,24-07-1994,P1,205,0
4437,25-07-1994,P1,184,5500
4438,26-07-1994,P1,145,5316
4439,27-07-1994,P1,145,5304
4440,28-07-1994,P1,87,5163
4441,29-07-1994,P1,154,5049
4442,30-07-1994,P1,211,4891
4443,31-07-1994,P1,214,4636
4444,01-08-1994,P1,160,4563
4445,02-08-1994,P1,225,4522
4446,03-08-1994,P1,89,4404
4447,04-08-1994,P1,203,4404
4448,05-08-1994,P1,97,4122
4449,06-08-1994,P1,211,4102
4450,07-08-1994,P1,151,3853
4451,08-08-1994,P1,185,3715
4452,09-08-1994,P1,126,3546
4453,10-08-1994,P1,220,3485
4454,11-08-1994,P1,217,3324
4455,12-08-1994,P1,107,3137
4456,13-08-1994,P1,173,3051
4457,14-08-1994,P1,182,2860
4458,15-08-1994,P1,149,2708
4459,16-08-1994,P1,179,2634
4460,17-08-1994,P1,107,2496
4461,18-08-1994,P1,203,2512
4462,19-08-1994,P1,195,2347
4463,20-08-1994,P1,180,2303
4464,21-08-1994,P1,84,2225
4465,22-08-1994,P1,181,2238
4466,23-08-1994,P1,167,2006
4467,24-08-1994,P1,163,1964
4468,25-08-1994,P1,171,1816
4469,26-08-1994,P1,192,1666
4470,27-08-1994,P1,113,1462
4471,28-08-1994,P1,136,1443
4472,29-08-1994,P1,138,1325
4473,30-08-1994,P1,147,1245
4474,31-08-1994,P1,216,1128
4475,01-09-1994,P1,131,868
4476,02-09-1994,P1,208,807
4477,03-09-1994,P1,223,646
4478,04-09-1994,P1,131,506
4479,05-09-1994,P1,171,528
4480,06-09-1994,P1,166,392
4481,07-09-1994,P1,83,267
4482,08-09-1994,P1,207,176
4483,09-09-1994,P1,192,0
4484,10-09-1994,P1,202,0
4485,11-09-1994,P1,230,0
4486,12-09-1994,P1,185,0
4487,13-09-1994,P1,113,0
4488,14-09-1994,P1,224,0
4489,15-09-1994,P1,159,0
4490,16-09-1994,P1,161,0
4491,17-09-1994,P1,94,0
4492,18-09-1994,P1,220,5500
4493,19-09-1994,P1,121,5280
4494,20-09-1994,P1,153,5328
4495,21-09-1994,P1,203,5155
4496,22-09-1994,P1,166,4933
4497,23-09-1994,P1,104,4879
4498,24-09-1994,P1,93,4743
4499,25-09-1994,P1,102,4684
4500,26-09-1994,P1,137,4580
4501,27-09-1994,P1,100,4492
4502,28-09-1994,P1,87,4393
4503,29-09-1994,P1,219,4238
4504,30-09-1994,P1,187,3980
4505,01-10-1994,P1,215,3877
4506,02-10-1994,P1,100,3651
4507,03-10-1994,P1,139,3631
4508,04-10-1994,P1,102,3472
4509,05-10-1994,P1,189,3442
4510,06-10-1994,P1,92,3165
4511,07-10-1994,P1,185,3066
4512,08-10-1994,P1,212,2848
4513,09-10-1994,P1,102,2678
4514,10-10-1994,P1,187,2681
4515,11-10-1994,P1,135,2488
4516,12-10-1994,P1,162,2484
4517,13-10-1994,P1,182,2388
4518,14-10-1994,P1,223,2316
4519,15-10-1994,P1,160,2182
4520,16-10-1994,P1,205,2162
4521,17-10-1994,P1,186,1982
4522,18-10-1994,P1,101,1945
4523,19-10-1994,P1,205,1878
4524,20-10-1994,P1,83,1632
4525,21-10-1994,P1,154,1571
4526,22-10-1994,P1,193,1402
4527,23-10-1994,P1,204,1268
4528,24-10-1994,P1,207,1179
4529,25-10-1994,P1,148,1068
4530,26-10-1994,P1,101,936
4531,27-10-1994,P1,224,837
4532,28-10-1994,P1,226,630
4533,29-10-1994,P1,174,503
4534,30-10-1994,P1,224,485
4535,31-10-1994,P1,185,339
4536,01-11-1994,P1,211,248
4537,02-11-1994,P1,81,48
4538,03-11-1994,P1,114,21
4539,04-11-1994,P1,104,0
4540,05-11-1994,P1,103,0
4541,06-11-1994,P1,210,0
4542,07-11-1994,P1,203,0
4543,08-11-1994,P1,119,0
4544,09-11-1994,P1,178,0
4545,10-11-1994,P1,209,0
4546,11-11-1994,P1,91,0
4547,12-11-1994,P1,105,5500
4548,13-11-1994,P1,116,5395
4549,14-11-1994,P1,88,5333
4550,15-11-1994,P1,83,5220
4551,16-11-1994,P1,114,5053
4552,17-11-1994,P1,174,4931
4553,18-11-1994,P1,91,4673
4554,19-11-1994,P1,163,4686
4555,20-11-1994,P1,169,4519
4556,21-11-1994,P1,220,4460
4557,22-11-1994,P1,204,4273
4558,23-11-1994,P1,159,4121
4559,24-11-1994,P1,137,4040
4560,25-11-1994,P1,214,3927
4561,26-11-1994,P1,153,3652
4562,27-11-1994,P1,190,3578
4563,28-11-1994,P1,148,3421
4564,29-11-1994,P1,192,3396
4565,30-11-1994,P1,100,3162
4566,01-12-1994,P1,150,3058
4567,02-12-1994,P1,122,2883
4568,03-12-1994,P1,103,2768
4569,04-12-1994,P1,176,2680
4570,05-12-1994,P1,108,2499
4571,06-12-1994,P1,140,2511
4572,07-12-1994,P1,141,2410
4573,08-12-1994,P1,186,2357
4574,09-12-1994,P1,181,2219
4575,10-12-1994,P1,207,2141
4576,11-12-1994,P1,230,1980
4577,12-12-1994,P1,161,1901
4578,13-12-1994,P1,138,1818
4579,14-12-1994,P1,124,1699
4580,15-12-1994,P1,183,1530
4581,16-12-1994,P1,224,1373
4582,17-12-1994,P1,83,1237
4583,18-12-1994,P1,119,1300
4584,19-12-1994,P1,89,1156
4585,20-12-1994,P1,185,995
4586,21-12-1994,P1,90,753
4587,22-12-1994,P1,120,764
4588,23-12-1994,P1,220,609
4589,24-12-1994,P1,221,439
4590,25-12-1994,P1,109,342
4591,26-12-1994,P1,169,324
4592,27-12-1994,P1,225,90
4593,28-12-1994,P1,124,0
4594,29-12-1994,P1,116,0
4595,30-12-1994,P1,109,0
4596,31-12-1994,P1,197,0
4597,01-01-1995,P1,150,5500
4598,02-01-1995,P1,204,5350
4599,03-01-1995,P1,160,5245
4600,04-01-1995,P1,142,5148
4601,05-01-1995,P1,183,4994
4602,06-01-1995,P1,225,4862
4603,07-01-1995,P1,188,4622
4604,08-01-1995,P1,184,4589
4605,09-01-1995,P1,127,4498
4606,10-01-1995,P1,117,4502
4607,11-01-1995,P1,217,4376
4608,12-01-1995,P1,159,4108
4609,13-01-1995,P1,93,4040
4610,14-01-1995,P1,225,3971
4611,15-01-1995,P1,187,3641
4612,16-01-1995,P1,92,3544
4613,17-01-1995,P1,153,3519
4614,18-01-1995,P1,224,3391
4615,19-01-1995,P1,107,3130
4616,20-01-1995,P1,136,3051
4617,21-01-1995,P1,80,2897
4618,22-01-1995,P1,217,2810
4619,23-01-1995,P1,114,2566
4620,24-01-1995,P1,128,2561
4621,25-01-1995,P1,116,2491
4622,26-01-1995,P1,170,2434
4623,27-01-1995,P1,204,2328
4624,28-01-1995,P1,131,2201
4625,29-01-1995,P1,99,2191
4626,30-01-1995,P1,212,2088
4627,31-01-1995,P1,164,1919
4628,01-02-1995,P1,172,1815
4629,02-02-1995,P1,162,1665
4630,03-02-1995,P1,127,1492
4631,04-02-1995,P1,174,1429
4632,05-02-1995,P1,177,1287
4633,06-02-1995,P1,229,1206
4634,07-02-1995,P1,205,1046
4635,08-02-1995,P1,192,879
4636,09-02-1995,P1,169,746
4637,10-02-1995,P1,111,685
4638,11-02-1995,P1,84,618
4639,12-02-1995,P1,165,575
4640,13-02-1995,P1,228,398
4641,14-02-1995,P1,156,205
4642,15-02-1995,P1,167,103
4643,16-02-1995,P1,160,0
4644,17-02-1995,P1,175,0
4645,18-02-1995,P1,170,0
4646,19-02-1995,P1,139,0
4647,20-02-1995,P1,173,0
4648,21-02-1995,P1,134,5500
4649,22-02-1995,P1,228,5366
4650,23-02-1995,P1,85,5221
4651,24-02-1995,P1,204,5223
4652,25-02-1995,P1,174,4932
4653,26-02-1995,P1,211,4871
4654,27-02-1995,P1,109,4636
4655,28-02-1995,P1,100,4668
4656,01-03-1995,P1,170,4582
4657,02-03-1995,P1,91,4459
4658,03-03-1995,P1,156,4402
4659,04-03-1995,P1,111,4169
4660,05-03-1995,P1,119,4088
4661,06-03-1995,P1,131,3945
4662,07-03-1995,P1,118,3735
4663,08-03-1995,P1,137,3613
4664,09-03-1995,P1,88,3474
4665,10-03-1995,P1,201,3456
4666,11-03-1995,P1,167,3153
4667,12-03-1995,P1,151,2991
4668,13-03-1995,P1,208,2882
4669,14-03-1995,P1,204,2682
4670,15-03-1995,P1,185,2579
4671,16-03-1995,P1,219,2490
4672,17-03-1995,P1,83,2400
4673,18-03-1995,P1,217,2467
4674,19-03-1995,P1,211,2281
4675,20-03-1995,P1,86,2194
4676,21-03-1995,P1,199,2236
4677,22-03-1995,P1,92,1988
4678,23-03-1995,P1,176,2039
4679,24-03-1995,P1,81,1803
4680,25-03-1995,P1,162,1756
4681,26-03-1995,P1,87,1492
4682,27-03-1995,P1,132,1469
4683,28-03-1995,P1,215,1329
4684,29-03-1995,P1,139,1168
4685,30-03-1995,P1,202,1136
4686,31-03-1995,P1,119,882
4687,01-04-1995,P1,110,819
4688,02-04-1995,P1,206,744
4689,03-04-1995,P1,190,523
4690,04-04-1995,P1,181,469
4691,05-04-1995,P1,210,382
4692,06-04-1995,P1,201,223
4693,07-04-1995,P1,141,58
4694,08-04-1995,P1,112,0
4695,09-04-1995,P1,211,0
4696,10-04-1995,P1,94,0
4697,11-04-1995,P1,100,0
4698,12-04-1995,P1,219,0
4699,13-04-1995,P1,152,0
4700,14-04-1995,P1,140,0
4701,15-04-1995,P1,84,0
4702,16-04-1995,P1,136,0
4703,17-04-1995,P1,147,0
4704,18-04-1995,P1,134,0
4705,19-04-1995,P1,190,0
4706,20-04-1995,P1,194,0
4707,21-04-1995,P1,140,0
4708,22-04-1995,P1,174,0
4709,23-04-1995,P1,161,0
4710,24-04-1995,P1,180,5500
4711,25-04-1995,P1,217,5320
4712,26-04-1995,P1,142,5232
4713,27-04-1995,P1,225,5166
4714,28-04-1995,P1,221,4911
4715,29-04-1995,P1,154,4824
4716,30-04-1995,P1,120,4693
4717,01-05-1995,P1,225,4657
4718,02-05-1995,P1,129,4457
4719,03-05-1995,P1,123,4500
4720,04-05-1995,P1,80,4370
4721,05-05-1995,P1,169,4245
4722,06-05-1995,P1,115,4030
4723,07-05-1995,P1,208,3949
4724,08-05-1995,P1,91,3658
4725,09-05-1995,P1,120,3640
4726,10-05-1995,P1,190,3491
4727,11-05-1995,P1,106,3354
4728,12-05-1995,P1,102,3248
4729,13-05-1995,P1,216,3056
4730,14-05-1995,P1,101,2817
4731,15-05-1995,P1,106,2789
4732,16-05-1995,P1,194,2677
4733,17-05-1995,P1,130,2481
4734,18-05-1995,P1,97,2489
4735,19-05-1995,P1,92,2453
4736,20-05-1995,P1,85,2406
4737,21-05-1995,P1,225,2320
4738,22-05-1995,P1,161,2097
4739,23-05-1995,P1,104,2026
4740,24-05-1995,P1,108,2027
4741,25-05-1995,P1,186,1871
4742,26-05-1995,P1,128,1651
4743,27-05-1995,P1,142,1526
4744,28-05-1995,P1,176,1414
4745,29-05-1995,P1,172,1285
4746,30-05-1995,P1,170,1211
4747,31-05-1995,P1,179,1105
4748,01-06-1995,P1,173,905
4749,02-06-1995,P1,82,765
4750,03-06-1995,P1,85,772
4751,04-06-1995,P1,126,644
4752,05-06-1995,P1,111,533
4753,06-06-1995,P1,108,452
4754,07-06-1995,P1,139,325
4755,08-06-1995,P1,83,120
4756,09-06-1995,P1,149,19
4757,10-06-1995,P1,217,0
4758,11-06-1995,P1,87,0
4759,12-06-1995,P1,81,0
4760,13-06-1995,P1,169,0
4761,14-06-1995,P1,86,0
4762,15-06-1995,P1,81,0
4763,16-06-1995,P1,224,0
4764,17-06-1995,P1,210,0
4765,18-06-1995,P1,109,0
4766,19-06-1995,P1,146,0
4767,20-06-1995,P1,197,0
4768,21-06-1995,P1,82,0
4769,22-06-1995,P1,216,5500
4770,23-06-1995,P1,80,5284
4771,24-06-1995,P1,175,5369
4772,25-06-1995,P1,121,5133
4773,26-06-1995,P1,144,5015
4774,27-06-1995,P1,124,4901
4775,28-06-1995,P1,111,4723
4776,29-06-1995,P1,99,4666
4777,30-06-1995,P1,155,4583
4778,01-07-1995,P1,136,4474
4779,02-07-1995,P1,227,4357
4780,03-07-1995,P1,159,4098
4781,04-07-1995,P1,113,4040
4782,05-07-1995,P1,159,3951
4783,06-07-1995,P1,169,3707
4784,07-07-1995,P1,157,3562
4785,08-07-1995,P1,196,3454
4786,09-07-1995,P1,154,3348
4787,10-07-1995,P1,158,3200
4788,11-07-1995,P1,114,3000
4789,12-07-1995,P1,228,2919
4790,13-07-1995,P1,194,2662
4791,14-07-1995,P1,192,2589
4792,15-07-1995,P1,169,2483
4793,16-07-1995,P1,84,2450
4794,17-07-1995,P1,218,2466
4795,18-07-1995,P1,188,2280
4796,19-07-1995,P1,189,2217
4797,20-07-1995,P1,90,2133
4798,21-07-1995,P1,222,2097
4799,22-07-1995,P1,188,1909
4800,23-07-1995,P1,228,1791
4801,24-07-1995,P1,198,1609
4802,25-07-1995,P1,86,1456
4803,26-07-1995,P1,220,1470
4804,27-07-1995,P1,151,1241
4805,28-07-1995,P1,140,1232
4806,29-07-1995,P1,140,1135
4807,30-07-1995,P1,155,944
4808,31-07-1995,P1,202,783
4809,01-08-1995,P1,148,652
4810,02-08-1995,P1,202,581
4811,03-08-1995,P1,183,457
4812,04-08-1995,P1,137,380
4813,05-08-1995,P1,186,296
4814,06-08-1995,P1,80,73
4815,07-08-1995,P1,111,22
4816,08-08-1995,P1,143,0
4817,09-08-1995,P1,125,0
4818,10-08-1995,P1,117,0
4819,11-08-1995,P1,92,0
4820,12-08-1995,P1,227,0
4821,13-08-1995,P1,137,0
4822,14-08-1995,P1,171,0
4823,15-08-1995,P1,168,0
4824,16-08-1995,P1,154,5500
4825,17-08-1995,P1,141,5346
4826,18-08-1995,P1,183,5308
4827,19-08-1995,P1,163,5125
4828,20-08-1995,P1,132,4973
4829,21-08-1995,P1,219,4913
4830,22-08-1995,P1,129,4628
4831,23-08-1995,P1,173,4648
4832,24-08-1995,P1,95,4509
4833,25-08-1995,P1,220,4534
4834,26-08-1995,P1,196,4273
4835,27-08-1995,P1,197,4129
4836,28-08-1995,P1,105,4002
4837,29-08-1995,P1,144,3959
4838,30-08-1995,P1,151,3722
4839,31-08-1995,P1,108,3580
4840,01-09-1995,P1,181,3503
4841,02-09-1995,P1,133,3363
4842,03-09-1995,P1,88,3221
4843,04-09-1995,P1,226,3070
4844,05-09-1995,P1,175,2807
4845,06-09-1995,P1,110,2715
4846,07-09-1995,P1,229,2673
4847,08-09-1995,P1,194,2446
4848,09-09-1995,P1,99,2425
4849,10-09-1995,P1,222,2451
4850,11-09-1995,P1,191,2276
4851,12-09-1995,P1,164,2214
4852,13-09-1995,P1,219,2158
4853,14-09-1995,P1,194,1968
4854,15-09-1995,P1,215,1937
4855,16-09-1995,P1,178,1764
4856,17-09-1995,P1,99,1659
4857,18-09-1995,P1,108,1555
4858,19-09-1995,P1,107,1448
4859,20-09-1995,P1,162,1354
4860,21-09-1995,P1,130,1221
4861,22-09-1995,P1,194,1145
4862,23-09-1995,P1,157,890
4863,24-09-1995,P1,112,781
4864,25-09-1995,P1,202,742
4865,26-09-1995,P1,164,527
4866,27-09-1995,P1,134,495
4867,28-09-1995,P1,97,429
4868,29-09-1995,P1,126,336
4869,30-09-1995,P1,89,133
4870,01-10-1995,P1,122,13
4871,02-10-1995,P1,213,0
4872,03-10-1995,P1,227,0
4873,04-10-1995,P1,203,0
4874,05-10-1995,P1,127,0
4875,06-10-1995,P1,178,0
4876,07-10-1995,P1,108,0
4877,08-10-1995,P1,218,0
4878,09-10-1995,P1,115,0
4879,10-10-1995,P1,178,5500
4880,11-10-1995,P1,132,5322
4881,12-10-1995,P1,88,5317
4882,13-10-1995,P1,119,5220
4883,14-10-1995,P1,112,5017
4884,15-10-1995,P1,172,4933
4885,16-10-1995,P1,200,4675
4886,17-10-1995,P1,191,4577
4887,18-10-1995,P1,178,4491
4888,19-10-1995,P1,165,4451
4889,20-10-1995,P1,206,4328
4890,21-10-1995,P1,145,4119
4891,22-10-1995,P1,203,4054
4892,23-10-1995,P1,185,3861
4893,24-10-1995,P1,135,3681
4894,25-10-1995,P1,93,3596
4895,26-10-1995,P1,192,3518
4896,27-10-1995,P1,113,3352
4897,28-10-1995,P1,183,3241
4898,29-10-1995,P1,125,2975
4899,30-10-1995,P1,144,2908
4900,31-10-1995,P1,95,2746
4901,01-11-1995,P1,159,2688
4902,02-11-1995,P1,115,2516
4903,03-11-1995,P1,166,2504
4904,04-11-1995,P1,84,2384
4905,05-11-1995,P1,144,2414
4906,06-11-1995,P1,202,2261
4907,07-11-1995,P1,92,2120
4908,08-11-1995,P1,102,2095
4909,09-11-1995,P1,205,2029
4910,10-11-1995,P1,196,1774
4911,11-11-1995,P1,165,1641
4912,12-11-1995,P1,93,1489
4913,13-11-1995,P1,223,1463
4914,14-11-1995,P1,196,1238
4915,15-11-1995,P1,193,1187
4916,16-11-1995,P1,94,1082
4917,17-11-1995,P1,185,990
4918,18-11-1995,P1,145,753
4919,19-11-1995,P1,104,709
4920,20-11-1995,P1,155,625
4921,21-11-1995,P1,190,504
4922,22-11-1995,P1,132,373
4923,23-11-1995,P1,99,301
4924,24-11-1995,P1,103,160
4925,25-11-1995,P1,146,0
4926,26-11-1995,P1,218,0
4927,27-11-1995,P1,138,0
4928,28-11-1995,P1,127,0
4929,29-11-1995,P1,180,5500
4930,30-11-1995,P1,179,5320
4931,01-12-1995,P1,111,5270
4932,02-12-1995,P1,163,5197
4933,03-12-1995,P1,229,4973
4934,04-12-1995,P1,115,4816
4935,05-12-1995,P1,176,4732
4936,06-12-1995,P1,222,4601
4937,07-12-1995,P1,203,4460
4938,08-12-1995,P1,159,4426
4939,09-12-1995,P1,132,4334
4940,10-12-1995,P1,179,4193
4941,11-12-1995,P1,176,4020
4942,12-12-1995,P1,219,3888
4943,13-12-1995,P1,143,3647
4944,14-12-1995,P1,168,3588
4945,15-12-1995,P1,150,3443
4946,16-12-1995,P1,173,3394
4947,17-12-1995,P1,180,3181
4948,18-12-1995,P1,169,2978
4949,19-12-1995,P1,112,2864
4950,20-12-1995,P1,221,2778
4951,21-12-1995,P1,81,2562
4952,22-12-1995,P1,187,2594
4953,23-12-1995,P1,146,2432
4954,24-12-1995,P1,230,2404
4955,25-12-1995,P1,133,2268
4956,26-12-1995,P1,176,2272
4957,27-12-1995,P1,144,2146
4958,28-12-1995,P1,84,2043
4959,29-12-1995,P1,152,2047
4960,30-12-1995,P1,198,1827
4961,31-12-1995,P1,137,1639
4962,01-01-1996,P1,131,1517
4963,02-01-1996,P1,209,1425
4964,03-01-1996,P1,183,1252
4965,04-01-1996,P1,120,1200
4966,05-01-1996,P1,203,1155
4967,06-01-1996,P1,174,881
4968,07-01-1996,P1,105,764
4969,08-01-1996,P1,153,749
4970,09-01-1996,P1,220,576
4971,10-01-1996,P1,188,439
4972,11-01-1996,P1,95,375
4973,12-01-1996,P1,176,338
4974,13-01-1996,P1,198,83
4975,14-01-1996,P1,83,0
4976,15-01-1996,P1,166,0
4977,16-01-1996,P1,202,0
4978,17-01-1996,P1,149,0
4979,18-01-1996,P1,230,0
4980,19-01-1996,P1,154,5500
4981,20-01-1996,P1,172,5346
4982,21-01-1996,P1,224,5277
4983,22-01-1996,P1,128,5084
4984,23-01-1996,P1,201,5008
4985,24-01-1996,P1,199,4844
4986,25-01-1996,P1,190,4648
4987,26-01-1996,P1,172,4587
4988,27-01-1996,P1,221,4510
4989,28-01-1996,P1,123,4408
4990,29-01-1996,P1,128,4370
4991,30-01-1996,P1,117,4197
4992,31-01-1996,P1,226,4082
4993,01-02-1996,P1,119,3838
4994,02-02-1996,P1,82,3747
4995,03-02-1996,P1,139,3649
4996,04-02-1996,P1,218,3472
4997,05-02-1996,P1,138,3326
4998,06-02-1996,P1,132,3216
4999,07-02-1996,P1,142,3026
5000,08-02-1996,P1,126,2891
5001,09-02-1996,P1,165,2764
5002,10-02-1996,P1,108,2618
5003,11-02-1996,P1,106,2567
5004,12-02-1996,P1,155,2513
5005,13-02-1996,P1,92,2395
5006,14-02-1996,P1,200,2406
5007,15-02-1996,P1,192,2205
5008,16-02-1996,P1,166,2130
5009,17-02-1996,P1,124,2021
5010,18-02-1996,P1,171,2007
5011,19-02-1996,P1,196,1808
5012,20-02-1996,P1,155,1641
5013,21-02-1996,P1,113,1499
5014,22-02-1996,P1,142,1443
5015,23-02-1996,P1,154,1319
5016,24-02-1996,P1,94,1229
5017,25-02-1996,P1,160,1181
5018,26-02-1996,P1,202,924
5019,27-02-1996,P1,112,736
5020,28-02-1996,P1,157,742
5021,29-02-1996,P1,197,572
5022,01-03-1996,P1,90,462
5023,02-03-1996,P1,193,473
5024,03-03-1996,P1,106,240
5025,04-03-1996,P1,110,153
5026,05-03-1996,P1,141,0
5027,06-03-1996,P1,137,0
5028,07-03-1996,P1,170,0
5029,08-03-1996,P1,157,0
5030,09-03-1996,P1,178,0
5031,10-03-1996,P1,88,0
5032,11-03-1996,P1,211,0
5033,12-03-1996,P1,137,0
5034,13-03-1996,P1,80,0
5035,14-03-1996,P1,110,0
5036,15-03-1996,P1,115,0
5037,16-03-1996,P1,180,0
5038,17-03-1996,P1,101,0
5039,18-03-1996,P1,88,0
5040,19-03-1996,P1,172,0
5041,20-03-1996,P1,166,0
5042,21-03-1996,P1,196,5500
5043,22-03-1996,P1,229,5304
5044,23-03-1996,P1,86,5220
5045,24-03-1996,P1,172,5222
5046,25-03-1996,P1,112,4964
5047,26-03-1996,P1,213,4933
5048,27-03-1996,P1,165,4634
5049,28-03-1996,P1,133,4612
5050,29-03-1996,P1,128,4549
5051,30-03-1996,P1,217,4501
5052,31-03-1996,P1,82,4276
5053,01-04-1996,P1,108,4243
5054,02-04-1996,P1,104,4091
5055,03-04-1996,P1,171,3960
5056,04-04-1996,P1,228,3695
5057,05-04-1996,P1,113,3503
5058,06-04-1996,P1,114,3498
5059,07-04-1996,P1,230,3430
5060,08-04-1996,P1,83,3124
5061,09-04-1996,P1,124,3075
5062,10-04-1996,P1,186,2909
5063,11-04-1996,P1,182,2704
5064,12-04-1996,P1,193,2601
5065,13-04-1996,P1,149,2482
5066,14-04-1996,P1,206,2470
5067,15-04-1996,P1,170,2344
5068,16-04-1996,P1,218,2328
5069,17-04-1996,P1,109,2187
5070,18-04-1996,P1,97,2213
5071,19-04-1996,P1,163,2090
5072,20-04-1996,P1,193,1968
5073,21-04-1996,P1,120,1786
5074,22-04-1996,P1,131,1717
5075,23-04-1996,P1,117,1523
5076,24-04-1996,P1,159,1439
5077,25-04-1996,P1,144,1302
5078,26-04-1996,P1,86,1239
5079,27-04-1996,P1,205,1189
5080,28-04-1996,P1,205,879
5081,29-04-1996,P1,131,733
5082,30-04-1996,P1,155,723
5083,01-05-1996,P1,205,574
5084,02-05-1996,P1,105,454
5085,03-05-1996,P1,116,458
5086,04-05-1996,P1,190,317
5087,05-05-1996,P1,195,69
5088,06-05-1996,P1,147,0
5089,07-05-1996,P1,81,0
5090,08-05-1996,P1,213,0
5091,09-05-1996,P1,164,0
5092,10-05-1996,P1,109,0
5093,11-05-1996,P1,227,0
5094,12-05-1996,P1,189,0
5095,13-05-1996,P1,198,0
5096,14-05-1996,P1,228,0
5097,15-05-1996,P1,158,0
5098,16-05-1996,P1,215,0
5099,17-05-1996,P1,210,0
5100,18-05-1996,P1,82,0
5101,19-05-1996,P1,124,5500
5102,20-05-1996,P1,114,5376
5103,21-05-1996,P1,110,5335
5104,22-05-1996,P1,213,5198
5105,23-05-1996,P1,124,4923
